Naam	1985-1989	1990-1994	1995-1999	2000-2004	1983-2006
Kobus (M)	10	13	26	30	95
Koen (M)	2046	3158	3055	2450	12144
Koendert (M)	9	15	8	6	47
Koenraad (M)	153	177	101	45	538
Koert (M)	36	37	29	40	171
Kofi (M)	19	10	2	4	45
Kommer (M)	13	6	10	3	39
Konrad (M)	12	11	14	4	52
Konstantin (M)	11	5	4	5	29
Konstantinos (M)	19	18	20	21	89
Koop (M)	13	15	10	3	49
Koos (M)	68	63	53	28	258
Koray (M)	16	42	51	74	216
Kornelis (M)	233	181	129	101	786
Kors (M)	7	9	6	11	39
Korstiaan (M)	8	11	2	3	29
Krijn (M)	101	86	102	115	535
Kris (M)	93	126	113	179	616
Krishan (M)	29	21	16	14	95
Krishna (M)	12	17	19	12	69
Kristan (M)	11	18	8	22	75
Kristiaan (M)	55	56	38	23	201
Kristian (M)	135	160	117	86	590
Kristijan (M)	8	8	4	7	36
Kristof (M)	3	7	10	6	38
Krystian (M)	9	8	3	1	27
Krzysztof (M)	15	5	4	1	36
Kubilay (M)	9	39	82	41	182
Kuno (M)	9	9	6	9	41
Kurt (M)	10	15	23	28	96
Kwabena (M)	13	6	5	6	36
Kwaku (M)	16	5	3	6	34
Kwame (M)	11	4	12	1	37
Kwint (M)	0	9	15	9	38
Kwinten (M)	5	6	12	7	36
Kwok (M)	17	11	8	2	51
Kyan (M)	2	6	15	186	384
Kyano (M)	0	0	2	18	68
Kyle (M)	55	126	195	144	552
Kylian (M)	5	42	247	227	598
Kyllian (M)	1	4	16	22	49
Kyo (M)	1	1	6	22	35
Kyran (M)	6	7	11	53	121
Kyrill (M)	7	6	6	14	36
Kyro (M)	1	0	3	33	46
Kâmil (M)	9	11	6	4	31
Kürşad (M)	3	3	16	10	35
Kürşat (M)	9	16	44	26	102
Lahbib (M)	15	7	8	4	40
Lahcen (M)	35	13	8	8	75
Lahoucine (M)	11	7	2	2	27
Lamar (M)	4	14	20	9	50
Lambert (M)	83	68	37	43	276
Lambertus (M)	339	231	157	107	1009
Lammert (M)	122	111	92	64	477
Lance (M)	6	23	23	45	121
Lando (M)	4	19	11	3	41
Lard (M)	5	5	5	11	32
Larry (M)	10	19	19	3	60
Lars (M)	1230	2493	4042	4622	14322
Lasse (M)	13	22	66	109	298
Laszlo (M)	14	42	26	22	118
Latif (M)	3	4	6	7	34
Lauran (M)	10	26	20	15	79
Lauren (M)	16	34	28	19	103
Laurence (M)	78	78	59	51	302
Laurens (M)	1248	1342	1162	778	5171
Laurens-Jan (M)	11	14	13	7	48
Laurent (M)	67	62	60	40	259
Laurentius (M)	166	148	127	71	597
Laurenz (M)	8	6	7	10	35
Laurus (M)	7	3	14	9	35
Lawrence (M)	45	42	37	19	172
Lazar (M)	3	4	6	15	30
Lazlo (M)	12	17	10	6	47
Lean (M)	6	8	11	15	46
Leander (M)	132	151	138	96	589
Leandro (M)	52	34	49	71	267
Leco (M)	0	0	3	20	34
Lee (M)	33	34	26	16	123
Leen (M)	11	16	13	15	64
Leendert (M)	744	622	502	388	2705
Leendert-Jan (M)	12	3	6	4	30
Leeroy (M)	11	10	25	17	76
Lei (M)	2	6	5	7	28
Lein (M)	14	7	16	9	49
Lemar (M)	2	6	4	7	30
Len (M)	26	72	67	89	337
Lenard (M)	4	9	4	6	28
Lenn (M)	11	9	25	33	118
Lennaert (M)	50	42	25	27	167
Lennard (M)	199	276	291	200	1078
Lennart (M)	543	579	463	258	2103
Lennert (M)	79	72	43	35	275
Lenno (M)	4	5	6	8	30
Lennon (M)	5	7	11	18	63
Lennox (M)	0	9	7	11	32
Lenny (M)	16	38	35	75	206
Leo (M)	128	121	94	55	470
Leon (M)	950	1033	1007	845	4346
Leonard (M)	237	205	177	152	903
Leonardo (M)	43	43	105	90	343
Leonardus (M)	350	286	176	98	1120
Leonhard (M)	16	10	5	5	43
Leopold (M)	13	14	9	11	54
Leroy (M)	664	1044	543	334	2912
Lesley (M)	285	320	226	147	1095
Leslie (M)	86	64	41	32	252
Lesly (M)	32	21	9	8	90
Lester (M)	42	66	34	45	199
Leunis (M)	7	8	6	5	32
Lev (M)	3	4	6	12	53
Levent (M)	43	37	22	11	137
Levi (M)	128	307	634	1192	2971
Levien (M)	3	11	10	5	33
Levin (M)	4	4	6	14	42
Levinus (M)	15	12	11	12	56
Levon (M)	11	14	11	7	56
Levy (M)	19	43	101	207	453
Lewis (M)	13	24	27	29	111
Lex (M)	223	377	360	339	1439
León (M)	13	10	8	11	48
Li (M)	19	15	19	9	74
Liam (M)	22	68	315	586	1242
Libaan (M)	4	12	12	7	37
Liban (M)	21	38	37	16	123
Lieuwe (M)	82	94	71	81	418
Lieven (M)	16	19	15	11	69
Lin (M)	3	7	5	11	30
Lindomar (M)	13	8	1	3	31
Lino (M)	15	22	15	20	77
Linus (M)	5	4	6	15	35
Lion (M)	24	22	21	23	103
Lionel (M)	98	76	37	14	293
Lior (M)	6	9	4	5	30
Liron (M)	2	10	8	4	32
Lloyd (M)	46	79	103	68	323
Lode (M)	10	9	9	21	63
Lodewijk (M)	121	164	93	95	574
Lody (M)	14	10	9	1	37
Loek (M)	120	166	211	326	1029
Loet (M)	5	12	17	60	126
Logan (M)	2	2	6	13	37
Lois (M)	4	14	10	2	33
Lok (M)	9	10	1	5	28
Lokman (M)	13	20	5	2	46
Lolke (M)	8	10	6	9	38
Long (M)	14	10	5	9	40
Loran (M)	21	33	49	37	158
Lorenz (M)	14	25	13	16	73
Lorenzo (M)	270	609	1033	875	3104
Loris (M)	2	9	8	13	45
Lotfi (M)	21	22	24	39	119
Lou (M)	6	18	24	31	109
Louis (M)	211	197	207	191	976
Louk (M)	9	16	20	14	72
Lourens (M)	93	60	59	43	289
Louw (M)	10	8	4	11	36
Louwe (M)	17	18	11	11	66
Louwrens (M)	11	13	9	14	56
Lowie (M)	9	22	33	26	104
Loyd (M)	3	10	15	8	44
Loïc (M)	3	15	25	40	104
Luan (M)	3	6	9	16	46
Lubbert (M)	58	53	33	28	206
Lubbertus (M)	32	22	21	11	107
Lubertus (M)	20	15	11	8	68
Luc (M)	420	753	1436	1413	4498
Luca (M)	30	123	436	1516	2962
Lucas (M)	843	1262	1767	3638	9349
Lucca (M)	2	4	30	35	90
Lucian (M)	10	7	9	21	56
Luciano (M)	90	117	139	243	733
Lucien (M)	99	68	33	28	280
Lucius (M)	8	9	15	28	73
Luciën (M)	30	34	22	15	118
Luck (M)	7	8	7	3	29
Ludo (M)	67	92	80	37	327
Ludovic (M)	4	13	8	4	33
Ludovicus (M)	53	33	34	17	161
Ludwig (M)	26	9	5	9	55
Luigi (M)	12	22	21	14	84
Luigino (M)	9	15	7	3	34
Luis (M)	81	43	35	34	235
Luit (M)	7	6	10	8	41
Luite (M)	6	8	4	9	33
Luitzen (M)	11	10	7	6	45
Luka (M)	2	59	119	397	776
Lukas (M)	239	250	394	649	1906
Lukasz (M)	11	4	2	1	27
Luke (M)	136	317	548	700	1961
Lute (M)	14	2	2	10	38
Luuc (M)	20	26	33	57	152
Luuk (M)	784	1554	2398	3022	9169
Luut (M)	4	6	7	9	32
Lyam (M)	0	0	6	27	58
Lyndon (M)	2	10	9	9	37
Lyon (M)	1	22	20	20	72
László (M)	6	7	4	10	29
Léon (M)	243	177	174	159	894
Léroy (M)	12	9	0	2	27
M (M)	0	41	7	1	52
M'Hamed (M)	21	8	4	0	46
M'hamed (M)	36	14	7	8	103
Maarten (M)	3552	2791	2216	1545	12185
Maarten-Jan (M)	14	3	7	0	29
Maas (M)	30	32	44	70	215
Mac (M)	1	1	11	21	47
Mace (M)	0	1	6	14	31
Machiel (M)	158	152	106	74	599
Maciej (M)	13	12	4	4	43
Mack (M)	1	7	19	26	76
Mads (M)	6	18	20	44	121
Magnus (M)	7	10	11	22	65
Mahad (M)	22	43	61	34	166
Mahamed (M)	31	19	20	22	108
Mahdi (M)	17	25	20	32	113
Maher (M)	7	9	11	20	54
Mahir (M)	32	23	19	16	109
Mahmoud (M)	41	49	43	40	197
Mahmud (M)	9	9	13	10	46
Mahmut (M)	89	89	49	51	320
Maichel (M)	14	10	6	1	37
Maick (M)	16	11	10	11	51
Maickel (M)	55	42	25	14	160
Maico (M)	30	60	39	20	162
Maik (M)	206	304	231	230	1169
Maikel (M)	1283	1461	679	356	4248
Maiko (M)	9	18	26	35	102
Maiky (M)	1	10	7	11	32
Majid (M)	51	35	18	6	136
Maks (M)	6	5	17	20	56
Malcolm (M)	19	42	25	24	116
Malik (M)	13	13	39	84	206
Malte (M)	6	6	11	6	33
Mamadou (M)	1	6	4	16	37
Man (M)	36	31	15	10	106
Manasse (M)	6	6	14	5	41
Manfred (M)	24	11	6	2	67
Manish (M)	5	11	14	6	41
Mannes (M)	38	32	27	20	139
Mannus (M)	3	5	5	10	35
Mano (M)	1	10	16	38	88
Manoah (M)	6	9	13	21	66
Manolito (M)	16	15	18	13	74
Mans (M)	5	9	10	16	53
Mansour (M)	13	9	11	3	46
Mansur (M)	3	5	8	9	29
Manu (M)	8	6	12	38	103
Manuel (M)	248	198	116	175	970
Manus (M)	7	6	9	7	35
Manuël (M)	11	9	12	9	49
Marc (M)	1351	1639	1278	739	5745
Marcel (M)	1911	1092	553	265	4998
Marcelino (M)	16	19	21	21	94
Marcelis (M)	26	18	12	14	86
Marcellino (M)	9	11	18	10	62
Marcellinus (M)	8	10	3	2	30
Marcello (M)	18	35	53	49	178
Marcellus (M)	42	19	4	3	94
Marcelo (M)	8	11	4	8	39
Marchano (M)	9	5	14	7	38
Marchiano (M)	11	5	7	3	29
Marciano (M)	70	210	175	93	594
Marcin (M)	19	15	5	11	66
Marcio (M)	5	15	12	5	41
Marck (M)	22	29	19	15	94
Marco (M)	2200	1808	1168	703	6861
Marcos (M)	20	20	13	18	83
Marcus (M)	695	519	359	236	2269
Marein (M)	5	3	4	13	28
Marek (M)	26	31	27	35	148
Mareno (M)	4	15	23	8	70
Mari (M)	12	4	3	6	34
Maria (M)	26	19	16	8	79
Mariano (M)	6	11	11	12	47
Marick (M)	1	0	8	15	32
Marien (M)	47	33	50	28	175
Marijn (M)	462	669	848	1160	3727
Marik (M)	1	8	6	12	34
Marin (M)	25	27	32	27	132
Marino (M)	14	25	20	16	95
Marinus (M)	1576	1330	1064	758	5698
Mario (M)	458	264	128	63	1095
Maris (M)	6	12	7	9	44
Marius (M)	281	269	196	186	1116
Mark (M)	5941	4660	3035	1807	18616
Mark-Jan (M)	13	14	8	8	48
Marko (M)	130	114	83	55	439
Markus (M)	336	225	74	57	930
Marley (M)	16	40	44	52	179
Marlin (M)	5	8	14	14	55
Marlo (M)	10	17	29	26	92
Marlon (M)	172	239	180	132	837
Marnick (M)	20	61	87	71	266
Marnik (M)	3	12	31	26	77
Marnix (M)	260	372	449	413	1726
Maron (M)	8	6	9	7	35
Marouan (M)	10	17	23	44	132
Marouane (M)	41	91	152	242	624
Marshall (M)	1	9	5	10	31
Mart (M)	183	411	567	793	2209
Marten (M)	403	358	327	294	1653
Marthijn (M)	64	64	45	32	233
Marthijs (M)	14	5	4	10	40
Martien (M)	43	28	24	18	150
Martijn (M)	4394	3999	3542	2263	16418
Martin (M)	1459	989	559	294	4192
Martino (M)	7	15	19	10	57
Martinus (M)	1653	1066	688	407	4596
Marty (M)	7	17	17	1	44
Martyn (M)	51	23	6	2	106
Marvin (M)	805	860	561	315	2866
Marwan (M)	12	41	80	155	355
Marwin (M)	18	29	27	22	118
Maryn (M)	12	6	7	8	45
Mas (M)	3	6	20	28	72
Mason (M)	2	5	11	13	38
Masoud (M)	19	6	1	0	31
Massimiliano (M)	4	5	10	13	39
Massimo (M)	10	19	46	42	131
Master (M)	20	25	18	2	75
Matej (M)	6	7	11	9	36
Mateo (M)	3	12	23	29	100
Mateusz (M)	9	15	2	5	43
Matheus (M)	148	107	55	41	438
Mathew (M)	28	31	14	12	98
Mathias (M)	91	95	76	61	381
Mathieu (M)	134	178	143	83	634
Mathijn (M)	16	16	23	34	103
Mathijs (M)	753	981	1059	959	4367
Mathis (M)	1	2	5	18	41
Mathyn (M)	1	8	13	6	31
Mathys (M)	27	11	11	7	65
Mathé (M)	7	11	14	11	47
Matias (M)	5	6	7	12	35
Matijn (M)	7	5	12	12	39
Matijs (M)	11	9	13	12	55
Matin (M)	4	4	11	12	43
Matisse (M)	2	13	6	20	59
Mats (M)	91	263	446	946	2282
Matt (M)	8	17	38	58	156
Matteo (M)	16	20	48	70	213
Matteüs (M)	7	17	8	6	41
Mattheus (M)	258	198	140	88	792
Matthew (M)	253	256	317	264	1281
Mattheüs (M)	51	43	48	37	196
Matthias (M)	321	364	361	341	1647
Matthieu (M)	66	68	72	46	314
Matthijn (M)	4	8	9	10	35
Matthijs (M)	1298	1720	1797	1551	7362
Matthis (M)	5	2	7	9	27
Matthys (M)	17	9	8	9	59
Matthé (M)	4	3	11	11	32
Matthéüs (M)	6	18	7	4	36
Matti (M)	9	8	8	6	38
Mattia (M)	4	10	19	16	64
Mattias (M)	23	37	22	45	158
Mattijn (M)	10	26	14	23	89
Mattijs (M)	63	70	33	32	263
Mattis (M)	10	4	5	12	41
Matts (M)	3	5	5	15	32
Matty (M)	7	10	9	6	35
Matz (M)	0	7	8	39	77
Mauk (M)	1	13	8	22	56
Maurice (M)	1199	1038	831	512	4164
Mauricio (M)	26	19	22	14	91
Maurijn (M)	9	15	12	17	62
Maurik (M)	4	4	9	13	38
Mauritius (M)	17	23	25	8	81
Maurits (M)	437	538	566	570	2487
Mauritz (M)	8	6	8	6	30
Maurizio (M)	23	26	21	11	91
Mauro (M)	26	61	145	199	577
Max (M)	587	2207	4319	4612	13082
Maxim (M)	97	305	321	278	1153
Maxime (M)	53	91	69	74	348
Maximiliaan (M)	80	219	359	236	966
Maximilian (M)	22	82	107	118	372
Maximiliano (M)	2	4	5	18	32
Maximillian (M)	5	12	8	14	46
Maximus (M)	1	3	10	39	70
Maxwell (M)	9	15	30	40	115
Maxx (M)	0	2	4	16	30
Mayk (M)	9	7	4	6	31
Maykel (M)	107	14	12	9	157
Mayron (M)	4	14	9	9	41
Mazen (M)	1	7	9	9	28
Mazlum (M)	11	21	20	4	57
Mees (M)	20	151	767	1531	3287
Meeuwis (M)	8	13	15	10	58
Mehdi (M)	51	54	70	70	301
Mehmed (M)	6	13	10	10	50
Mehmet (M)	632	611	516	375	2560
Mehran (M)	5	10	5	6	29
Meindert (M)	111	82	65	55	381
Meine (M)	30	19	21	19	111
Meint (M)	14	7	8	16	55
Meinte (M)	16	7	8	16	59
Mel (M)	6	22	44	60	144
Melchior (M)	48	56	62	49	241
Melih (M)	5	24	71	138	289
Melik (M)	1	5	8	10	29
Melis (M)	29	27	21	16	111
Melle (M)	85	119	242	405	1102
Melroy (M)	10	10	15	10	53
Mels (M)	27	30	62	89	270
Melvin (M)	1026	1416	994	763	4675
Melvyn (M)	8	12	4	7	37
Melwin (M)	4	2	10	8	27
Memet (M)	14	7	4	3	35
Mendel (M)	19	12	22	12	72
Menko (M)	22	12	3	8	50
Menne (M)	7	9	6	10	46
Menno (M)	779	902	1100	694	4035
Menzo (M)	11	11	5	8	37
Merdan (M)	1	7	4	8	32
Merijn (M)	218	245	334	532	1715
Meriç (M)	3	6	6	11	30
Merlijn (M)	96	129	184	421	1064
Merlin (M)	12	24	19	21	85
Mert (M)	10	121	334	400	1011
Mertcan (M)	1	3	24	36	69
Mervin (M)	29	18	25	21	109
Mervyn (M)	9	9	11	5	39
Merwin (M)	16	21	17	11	70
Mesut (M)	95	102	30	12	284
Mete (M)	7	13	19	38	89
Metehan (M)	8	19	39	53	156
Metin (M)	83	55	58	44	276
Mevlüt (M)	38	31	26	15	121
Mex (M)	0	4	10	53	90
Mexx (M)	1	0	6	10	30
Micah (M)	3	4	9	37	71
Micha (M)	143	134	137	269	863
Michael (M)	5227	4012	2208	1241	14822
Michail (M)	21	7	10	4	49
Michal (M)	20	14	4	4	57
Michaël (M)	569	440	234	139	1616
Michał (M)	11	19	2	8	47
Micheal (M)	12	30	11	8	70
Michel (M)	2425	1568	798	418	6443
Michelangelo (M)	22	29	4	11	74
Michele (M)	17	16	9	14	60
Michell (M)	11	9	10	0	34
Michiel (M)	1969	1552	985	555	6048
Michon (M)	2	2	1	7	46
Michèl (M)	64	30	11	7	131
Michél (M)	12	4	5	2	29
Mick (M)	191	564	709	818	2649
Mickael (M)	18	14	6	1	57
Mickel (M)	34	20	9	3	84
Mickey (M)	74	235	149	69	552
Micky (M)	39	84	48	41	231
Midas (M)	26	52	67	92	299
Miel (M)	17	14	19	43	119
Mient (M)	10	8	4	3	29
Miguel (M)	120	140	151	160	678
Mijndert (M)	6	11	6	9	41
Mik (M)	4	8	29	97	203
Mika (M)	6	6	310	1099	1901
Mikael (M)	11	11	10	19	65
Mikai (M)	0	0	1	19	65
Mikail (M)	26	44	75	105	325
Mikal (M)	4	4	6	13	32
Mike (M)	2018	4140	3927	2883	14226
Mikel (M)	57	42	20	15	175
Mikey (M)	11	119	147	109	418
Mikhail (M)	3	11	6	6	31
Miko (M)	3	8	13	13	45
Milad (M)	48	44	22	32	171
Milan (M)	224	531	826	2262	5489
Milano (M)	8	5	13	21	70
Milco (M)	19	23	23	12	88
Miles (M)	10	21	26	43	131
Milko (M)	7	10	9	9	39
Milo (M)	34	96	158	283	729
Milos (M)	9	7	6	9	35
Miloud (M)	17	11	7	7	57
Miloš (M)	3	15	8	22	55
Milton (M)	32	26	24	18	126
Mimoun (M)	72	51	18	21	202
Min (M)	4	4	12	4	27
Mindert (M)	11	5	1	3	27
Ming (M)	11	15	25	11	81
Mingus (M)	3	3	7	9	27
Minh (M)	38	26	25	15	115
Mink (M)	18	26	34	107	252
Minne (M)	25	21	26	23	116
Miquel (M)	100	97	97	92	443
Mirac (M)	3	6	4	13	39
Miran (M)	12	5	12	18	54
Miraç (M)	2	3	8	19	59
Mirco (M)	12	8	17	24	69
Mirko (M)	32	28	46	48	174
Miro (M)	5	4	6	20	44
Miron (M)	4	4	5	7	27
Miroslav (M)	17	4	2	2	30
Mirsad (M)	10	5	9	10	43
Mirza (M)	29	17	23	24	120
Mischa (M)	154	152	184	197	790
Misha (M)	58	63	52	85	306
Misja (M)	10	9	7	11	45
Mitch (M)	183	572	394	241	1480
Mitchel (M)	390	928	859	530	2888
Mitchell (M)	645	1723	1300	733	4623
Mo (M)	4	6	15	22	56
Moad (M)	4	12	15	7	43
Mohamad (M)	44	26	15	19	124
Mohamed (M)	2585	2238	1888	1896	10288
Mohammad (M)	301	294	210	221	1208
Mohammed (M)	923	1089	1159	1341	5310
Mohamoud (M)	16	5	8	2	32
Mohamud (M)	24	15	8	3	60
Mohcine (M)	22	19	22	10	91
Mohsin (M)	10	9	3	8	38
Moises (M)	11	7	5	2	30
Monir (M)	15	6	13	8	51
Moos (M)	1	5	53	98	210
Morad (M)	46	29	9	6	109
Moreno (M)	51	115	131	103	433
Morgan (M)	17	13	21	32	95
Moritz (M)	14	20	20	17	92
Morris (M)	28	53	96	422	817
Morrison (M)	4	10	10	27	64
Morten (M)	11	14	12	20	67
Moses (M)	2	4	12	7	39
Moshe (M)	4	2	11	6	34
Mostafa (M)	44	29	20	23	149
Mostapha (M)	18	21	8	4	74
Mouaad (M)	8	16	13	15	55
Mouad (M)	31	46	39	31	169
Mouhsine (M)	5	4	11	6	29
Moulay (M)	9	10	5	7	47
Mounaim (M)	12	15	8	3	42
Mounir (M)	144	170	180	117	708
Mounssif (M)	4	8	9	23	52
Mourad (M)	245	185	131	69	737
Moussa (M)	61	54	50	40	246
Moustafa (M)	34	30	26	22	124
Moustapha (M)	9	15	18	12	62
Mozes (M)	11	4	22	34	80
Muammer (M)	21	16	10	10	68
Mucahit (M)	4	9	4	8	32
Muhamed (M)	19	19	15	17	90
Muhammad (M)	55	68	51	52	282
Muhammed (M)	224	339	530	455	1852
Muhammet (M)	93	175	133	83	538
Muharrem (M)	10	25	16	11	74
Muhittin (M)	10	8	8	5	38
Muhsin (M)	7	9	9	10	43
Murad (M)	5	8	8	7	35
Murat (M)	479	312	151	99	1285
Musa (M)	66	52	48	48	258
Musab (M)	3	9	13	8	41
Mustafa (M)	753	647	505	428	2731
Mustapha (M)	215	104	40	31	530
Mutlu (M)	8	8	9	2	32
Muzaffer (M)	17	26	23	19	99
Mylan (M)	2	11	38	83	183
Mylo (M)	0	6	11	36	81
Myron (M)	8	172	125	106	454
Mücahid (M)	1	4	15	8	29
Mücahit (M)	9	30	49	15	110
Mükremin (M)	7	8	14	1	34
Müslüm (M)	8	11	5	3	29
Nabil (M)	166	222	190	162	849
Nadeem (M)	12	4	6	4	30
Nader (M)	9	9	9	6	37
Nadim (M)	8	15	23	30	86
Nadir (M)	27	37	96	117	334
Naftali (M)	1	12	8	3	29
Nahom (M)	3	5	10	10	31
Nail (M)	10	6	5	9	39
Naim (M)	20	27	17	11	85
Najat (M)	18	5	3	0	37
Najib (M)	49	51	34	18	193
Najim (M)	85	46	21	20	215
Nana (M)	33	15	14	10	80
Nander (M)	13	33	30	8	94
Nando (M)	58	129	132	106	472
Nanko (M)	4	9	6	5	27
Nanne (M)	45	42	36	48	213
Nanno (M)	4	6	6	8	27
Naoual (M)	15	5	3	0	29
Naoufal (M)	28	50	79	137	362
Nard (M)	18	25	22	24	98
Narek (M)	4	5	13	11	46
Naresh (M)	14	17	14	6	57
Nash (M)	1	4	15	18	44
Nasim (M)	4	7	18	22	67
Nasir (M)	12	18	16	14	73
Nasr (M)	10	15	12	8	50
Nasr-Eddine (M)	2	18	31	26	90
Nasreddine (M)	5	4	10	30	69
Nasser (M)	16	27	23	20	98
Nassim (M)	21	29	165	172	467
Nassir (M)	11	6	5	10	40
Natan (M)	4	10	10	32	73
Nathan (M)	256	410	514	627	2217
Nathanael (M)	10	11	14	23	67
Nathanaël (M)	53	39	51	66	252
Nathaniel (M)	10	18	21	14	78
Nathaniël (M)	40	71	80	97	325
Naud (M)	7	16	28	52	136
Naut (M)	5	12	20	82	170
Navajo (M)	4	1	8	6	28
Naveen (M)	5	10	3	7	33
Navid (M)	15	6	10	3	37
Navin (M)	28	23	11	4	79
Nawfal (M)	0	3	18	38	82
Nawid (M)	13	12	6	14	51
Nawien (M)	3	9	8	4	27
Nawin (M)	14	4	6	3	28
Nazim (M)	16	7	7	4	42
Naïm (M)	4	5	7	13	32
Neal (M)	34	65	45	39	207
Necati (M)	10	23	11	17	68
Necip (M)	12	7	10	7	41
Necmettin (M)	7	7	2	7	28
Nedim (M)	18	20	5	13	70
Nehemia (M)	5	6	3	3	27
Neil (M)	50	45	43	27	197
Nelis (M)	18	27	31	30	127
Nelson (M)	45	49	46	70	259
Nemanja (M)	5	7	5	15	38
Nemo (M)	2	8	16	72	104
Nenad (M)	19	6	6	1	40
Neo (M)	0	0	0	46	68
Nermin (M)	9	5	7	1	31
Nevil (M)	5	9	7	5	28
Neville (M)	14	28	21	14	83
Nevin (M)	3	2	13	15	41
Nevzat (M)	13	9	3	9	40
Ngoc (M)	22	23	9	9	72
Niall (M)	9	11	11	5	41
Nic (M)	6	16	15	19	69
Nicholas (M)	131	151	108	79	533
Nick (M)	2789	4563	4283	3429	16672
Nickey (M)	22	14	14	7	63
Nickolai (M)	5	9	7	4	28
Nickolas (M)	9	18	19	9	61
Nicky (M)	1926	1341	627	290	4703
Nico (M)	450	393	277	149	1512
Nicola (M)	13	9	26	10	69
Nicolaas (M)	1236	1003	630	403	3866
Nicolai (M)	48	36	22	29	171
Nicolas (M)	116	129	103	100	539
Nicolay (M)	8	7	9	8	37
Nidal (M)	10	12	8	13	54
Nieck (M)	16	18	29	31	114
Niek (M)	1064	1113	1308	1373	5674
Niel (M)	4	17	3	9	37
Niels (M)	3612	4049	4176	3756	18127
Nigel (M)	185	544	529	512	1992
Nighel (M)	7	5	7	10	33
Nihad (M)	6	9	4	5	30
Nihat (M)	24	14	13	14	79
Nijs (M)	8	15	20	23	87
Nik (M)	50	49	63	53	249
Nikai (M)	2	5	5	12	30
Nikay (M)	3	5	7	16	36
Nikhil (M)	2	4	6	9	30
Niki (M)	34	9	1	6	73
Nikita (M)	11	19	21	18	77
Nikki (M)	92	36	29	11	195
Nikky (M)	31	22	4	2	66
Niklas (M)	10	17	32	36	107
Niko (M)	15	19	11	8	59
Nikola (M)	35	31	41	37	159
Nikolaas (M)	28	28	18	8	98
Nikolai (M)	22	16	17	26	99
Nikolaj (M)	5	8	13	12	43
Nikolaos (M)	15	9	24	11	73
Nikolas (M)	3	7	10	7	32
Nikos (M)	12	10	28	18	73
Nilesh (M)	8	4	9	11	34
Nils (M)	263	303	327	345	1508
Nima (M)	14	16	15	19	78
Nino (M)	69	250	624	439	1484
Nitesh (M)	10	18	7	5	41
Nitin (M)	8	18	5	8	46
Nivard (M)	7	6	6	3	28
Niyazi (M)	17	12	16	6	54
Nizar (M)	15	36	24	56	174
Noa (M)	2	6	51	154	249
Noach (M)	6	8	11	16	54
Noah (M)	22	84	776	2021	3572
Noam (M)	2	8	22	30	86
Noel (M)	8	10	7	7	37
Nol (M)	6	6	16	10	44
Nolan (M)	12	16	17	32	102
Norbert (M)	57	67	39	27	226
Norbertus (M)	15	13	4	4	48
Nordin (M)	45	40	167	122	413
Norman (M)	51	34	14	6	133
Nouaman (M)	3	6	29	22	67
Noud (M)	69	143	220	230	760
Nouh (M)	2	2	7	19	37
Nour (M)	46	36	25	50	196
Nour-Eddine (M)	10	14	26	35	96
Nourdin (M)	35	16	10	16	116
Nourdine (M)	3	11	6	4	28
Noureddine (M)	114	137	115	55	493
Nouri (M)	5	12	17	23	70
Noury (M)	4	13	12	7	37
Nout (M)	10	32	45	106	281
Noé (M)	1	1	9	18	40
Noë (M)	3	1	7	10	28
Noël (M)	86	149	161	226	719
Nuh (M)	9	7	10	6	34
Numan (M)	12	16	13	11	54
Nuno (M)	7	16	12	20	62
Nur (M)	9	8	10	6	41
Nurettin (M)	11	13	11	7	47
Nuri (M)	25	26	29	26	125
Nurullah (M)	11	16	21	2	57
Nusret (M)	11	5	10	5	33
Nygel (M)	0	7	7	7	28
Oane (M)	5	8	8	10	34
Obbe (M)	6	3	11	10	36
Obed (M)	4	3	5	12	31
Ocean (M)	0	1	13	18	36
Odin (M)	15	30	30	54	153
Oebele (M)	9	4	8	5	33
Oeds (M)	6	9	6	4	30
Oege (M)	11	6	5	10	35
Oene (M)	17	12	8	7	56
Oguz (M)	21	32	16	4	82
Oguzhan (M)	15	30	49	37	139
Ogün (M)	0	14	21	4	39
Okan (M)	43	114	98	106	393
Okke (M)	30	37	63	98	276
Okko (M)	8	5	7	2	28
Oktay (M)	58	40	54	24	205
Olaf (M)	246	298	388	426	1636
Olav (M)	45	91	106	154	474
Olcay (M)	16	27	11	15	78
Ole (M)	6	14	68	313	495
Oleg (M)	9	4	4	5	28
Olger (M)	10	14	9	5	48
Oliver (M)	69	98	78	149	494
Olivier (M)	231	418	611	889	2707
Olle (M)	14	13	20	39	114
Olmo (M)	7	30	4	1	44
Olof (M)	9	7	16	8	52
Omar (M)	423	464	452	388	2048
Omer (M)	56	48	35	20	188
Omid (M)	19	24	11	12	85
Omri (M)	10	5	6	8	32
Onne (M)	19	18	23	27	113
Onno (M)	193	141	135	125	707
Onur (M)	136	192	270	109	749
Orhan (M)	110	86	66	25	354
Orhun (M)	3	8	8	8	28
Orin (M)	7	11	4	4	29
Orion (M)	3	8	11	5	29
Orkun (M)	10	14	13	19	64
Orlando (M)	54	82	62	49	297
Orpheo (M)	15	7	4	2	43
Orrin (M)	8	18	6	0	36
Orry (M)	19	6	2	5	33
Orçun (M)	14	15	13	10	57
Osama (M)	14	20	28	31	107
Oscar (M)	328	427	458	417	1935
Oskar (M)	43	49	42	36	209
Osman (M)	211	197	154	108	784
