Naam	1985-1989	1990-1994	1995-1999	2000-2004	1983-2006
Nola (V)	3	4	8	23	54
Nomi (V)	4	8	44	80	169
Nona (V)	13	29	39	37	132
Noor (V)	52	118	309	835	1858
Noortje (V)	420	361	462	574	2246
Nora (V)	214	285	336	555	1902
Norah (V)	6	6	17	223	448
Noralie (V)	7	17	12	6	49
Noraly (V)	49	45	37	22	158
Nore (V)	2	1	5	13	30
Noreen (V)	17	21	16	9	77
Nori (V)	12	9	8	14	52
Norine (V)	3	11	10	6	34
Norma (V)	18	7	8	5	50
Noufissa (V)	4	9	8	3	27
Nouhaila (V)	0	3	26	31	67
Nouhaïla (V)	0	0	25	65	109
Nouk (V)	1	3	9	18	49
Noumidia (V)	0	2	7	11	27
Nour (V)	24	29	26	79	230
Noura (V)	114	92	78	76	448
Noureddine (V)	10	10	4	1	28
Nouria (V)	15	10	7	9	47
Nouschka (V)	16	15	7	9	52
Nova (V)	2	8	29	436	696
Noé (V)	0	2	5	14	30
Noémi (V)	2	6	28	45	107
Noémie (V)	5	9	11	11	43
Noë (V)	1	2	7	18	39
Noël (V)	15	26	50	54	160
Noëll (V)	0	6	15	14	38
Noëlla (V)	18	36	58	54	198
Noëlle (V)	98	246	359	446	1361
Noëmi (V)	10	13	30	41	124
Noëmie (V)	5	8	4	7	29
Nur (V)	35	46	59	50	213
Nura (V)	8	9	16	7	49
Nuran (V)	20	13	15	3	66
Nuray (V)	54	51	31	16	180
Nurcan (V)	42	30	18	13	130
Nurdan (V)	20	14	12	5	59
Nurgül (V)	16	21	12	12	72
Nurhan (V)	18	11	5	3	52
Nuria (V)	7	18	18	41	100
Nuriye (V)	29	17	12	9	84
Nursel (V)	14	11	6	0	35
Nurten (V)	19	17	5	5	66
Nyah (V)	0	0	0	32	41
Nydia (V)	27	10	5	1	44
Nyncke (V)	9	8	10	7	46
Nynke (V)	489	447	471	750	2667
Oda (V)	11	17	14	7	54
Odessa (V)	3	8	32	21	69
Odette (V)	46	63	60	29	224
Odile (V)	21	38	35	11	118
Odilia (V)	16	16	8	8	56
Olga (V)	224	106	78	46	546
Olivia (V)	45	89	122	269	755
Omaima (V)	2	4	13	16	51
Omaira (V)	24	5	3	4	42
Omayma (V)	0	7	16	16	51
Omayra (V)	21	6	3	4	39
Oona (V)	4	3	11	12	30
Oriana (V)	5	7	13	6	34
Orla (V)	2	6	6	8	27
Ornella (V)	9	19	13	3	51
Ouafa (V)	41	65	63	22	207
Ouafaa (V)	18	7	2	1	34
Ouafae (V)	34	36	18	22	125
Ouahiba (V)	25	10	18	4	67
Ouarda (V)	94	80	30	21	262
Ouardia (V)	12	5	0	0	31
Ouassila (V)	6	11	8	10	37
Ouassima (V)	42	58	48	43	216
Ouiam (V)	8	22	53	95	237
Ouidad (V)	11	10	10	18	53
Ouissal (V)	2	6	14	40	78
Ouissam (V)	8	33	27	25	107
Oumaima (V)	11	63	293	476	989
Oumayma (V)	0	2	18	11	40
Oumaïma (V)	1	3	27	51	88
Oumnia (V)	3	5	7	33	72
Oussama (V)	3	17	8	4	32
Ozlem (V)	36	10	2	2	59
Paige (V)	1	14	12	5	44
Pakize (V)	14	8	5	8	40
Paloma (V)	12	18	17	18	73
Pam (V)	26	54	182	120	424
Pamela (V)	233	322	203	38	874
Paola (V)	63	83	50	21	250
Parel (V)	1	4	9	12	35
Paris (V)	1	2	5	30	67
Parisa (V)	14	12	4	12	55
Pascal (V)	61	39	36	20	184
Pascale (V)	62	84	75	77	329
Pascalle (V)	121	170	178	234	798
Pasquale (V)	19	5	7	5	36
Patrice (V)	11	10	5	4	36
Patricia (V)	1796	1074	415	129	4610
Patrycja (V)	11	13	3	3	38
Patty (V)	476	380	103	34	1098
Paula (V)	475	373	314	162	1580
Paulette (V)	33	21	13	5	81
Paulien (V)	384	306	250	122	1226
Pauliene (V)	12	8	3	2	28
Paulina (V)	175	126	81	78	569
Pauline (V)	664	531	400	165	2026
Pearl (V)	26	29	24	24	129
Pebbles (V)	5	17	14	11	50
Peggy (V)	214	119	49	15	489
Pei (V)	14	10	11	2	44
Pelin (V)	14	34	24	40	137
Penelope (V)	8	9	2	7	31
Penny (V)	19	13	10	3	56
Pepita (V)	6	5	4	9	31
Perihan (V)	22	12	6	6	54
Perla (V)	5	24	15	18	71
Pernilla (V)	4	11	23	11	55
Pernille (V)	2	22	35	30	93
Peterke (V)	8	6	7	6	30
Peternella (V)	16	9	8	4	45
Petertje (V)	25	13	11	3	62
Petra (V)	971	531	259	124	2503
Petri (V)	19	13	7	3	46
Petronella (V)	997	609	380	250	2770
Phaedra (V)	6	5	17	29	77
Phebe (V)	9	14	24	29	89
Phileine (V)	0	0	0	27	102
Philine (V)	13	32	39	76	208
Philippa (V)	3	18	22	23	92
Philippina (V)	13	2	10	4	32
Philippine (V)	20	27	38	27	130
Philomena (V)	10	9	2	6	34
Phoebe (V)	11	17	55	124	267
Phuong (V)	6	12	18	6	49
Phylicia (V)	59	41	10	8	122
Phyllis (V)	13	30	14	6	69
Pia (V)	42	58	46	40	205
Pieke (V)	1	2	10	14	36
Pien (V)	59	187	535	866	2088
Pieta (V)	11	14	17	12	63
Pieterdina (V)	12	7	5	0	30
Pieterke (V)	10	12	4	5	39
Pieternel (V)	22	10	21	19	89
Pieternella (V)	360	296	241	170	1255
Pietertje (V)	67	46	49	41	246
Pietje (V)	43	28	13	14	122
Pietronella (V)	18	23	7	5	64
Pietsje (V)	15	8	7	6	46
Pilar (V)	6	3	5	21	45
Pim (V)	8	17	21	15	66
Pinar (V)	167	117	42	24	424
Pip (V)	0	10	40	92	198
Pippa (V)	0	3	23	62	117
Pippi (V)	0	5	26	25	66
Pleun (V)	31	144	347	535	1280
Pleuni (V)	44	57	58	48	224
Pleunie (V)	16	28	34	17	105
Pleuntje (V)	24	23	27	19	120
Polly (V)	5	4	3	7	27
Pomme (V)	6	7	8	5	34
Pooja (V)	8	42	35	31	128
Poonam (V)	14	9	5	4	36
Precilla (V)	17	16	7	9	60
Precious (V)	6	17	31	51	130
Prescilla (V)	23	30	16	15	90
Pricilla (V)	38	45	31	22	159
Princess (V)	9	4	2	10	30
Prisca (V)	42	25	15	13	107
Priscella (V)	16	7	4	3	35
Priscilla (V)	1675	1652	748	347	5251
Priscillia (V)	20	11	2	5	42
Prisilla (V)	10	6	7	1	29
Priya (V)	60	71	68	41	277
Priyanka (V)	5	8	13	17	55
Prya (V)	12	10	1	5	30
Puck (V)	154	349	615	968	2455
Pui (V)	28	14	14	6	85
Puja (V)	1	7	14	1	27
Puk (V)	1	24	63	136	321
Purdey (V)	16	16	5	0	50
Purdy (V)	20	11	4	1	43
Pytsje (V)	15	10	6	4	38
Pınar (V)	10	12	16	9	54
Queenie (V)	13	6	8	6	33
Queeny (V)	16	15	25	11	70
Querine (V)	5	16	13	4	39
Quincey (V)	0	3	6	16	30
Quincy (V)	5	20	170	264	540
Quinn (V)	1	4	9	15	44
Quinta (V)	26	36	31	38	150
Quinte (V)	1	1	13	17	41
Quinty (V)	5	19	602	1027	1940
Quirien (V)	4	16	11	13	47
Quirina (V)	25	22	17	12	84
Quirine (V)	78	107	123	99	450
Rabab (V)	15	30	23	23	101
Rabia (V)	148	189	251	180	878
Rabiaa (V)	15	7	1	0	28
Rabiya (V)	12	18	24	28	86
Rabiye (V)	34	34	11	3	99
Racha (V)	2	7	7	10	30
Rachael (V)	24	19	11	14	76
Rachel (V)	786	927	997	943	4150
Rachell (V)	6	6	19	11	47
Rachella (V)	54	70	52	45	246
Rachelle (V)	247	466	366	257	1425
Rachida (V)	310	152	53	24	701
Rachèl (V)	43	61	65	38	222
Rachèlle (V)	10	8	6	6	30
Rachél (V)	5	9	9	10	37
Radha (V)	16	10	7	4	46
Radhika (V)	7	3	8	6	28
Radia (V)	32	19	11	14	96
Rafaela (V)	8	13	6	10	47
Rafaella (V)	12	12	5	5	39
Rafaëla (V)	14	18	11	4	51
Rafaëlla (V)	14	11	11	11	57
Raffaella (V)	6	14	5	6	37
Rafika (V)	17	16	14	2	55
Rafke (V)	5	9	18	26	75
Ragini (V)	11	13	3	0	30
Ragna (V)	26	18	17	4	87
Rahel (V)	18	12	8	1	46
Rahima (V)	19	14	9	9	62
Rahime (V)	15	22	18	7	72
Rahma (V)	33	30	37	48	174
Raihana (V)	2	1	4	8	30
Raisa (V)	91	93	50	61	309
Raisha (V)	4	6	7	11	31
Raissa (V)	20	9	2	4	35
Raiza (V)	13	12	8	9	49
Raja (V)	4	6	7	4	28
Rajaa (V)	14	4	4	2	33
Rajae (V)	35	33	35	23	153
Rajni (V)	13	3	5	2	27
Rajshri (V)	9	10	3	7	33
Ramla (V)	5	4	25	10	47
Ramona (V)	576	328	163	104	1473
Rana (V)	37	43	89	173	434
Randa (V)	17	22	29	14	91
Randi (V)	12	3	10	7	37
Randy (V)	35	24	3	4	80
Rani (V)	18	14	20	33	111
Rania (V)	15	28	94	160	402
Ranya (V)	3	9	21	13	63
Raquel (V)	96	116	83	75	419
Rasha (V)	16	13	4	8	47
Rashida (V)	26	28	10	5	80
Rashmi (V)	6	5	9	5	30
Ratna (V)	34	19	3	1	71
Raveena (V)	0	39	51	21	112
Raven (V)	4	11	31	32	96
Ravenna (V)	15	29	12	7	69
Ravza (V)	0	1	4	11	29
Rawan (V)	5	5	5	23	45
Raya (V)	4	15	22	16	66
Rayan (V)	3	4	3	11	28
Rayna (V)	3	4	2	16	29
Rayshree (V)	8	4	10	7	32
Razia (V)	44	16	13	1	84
Raziye (V)	32	28	16	9	109
Raïsa (V)	14	17	8	8	52
Raïssa (V)	30	26	10	4	72
Rebeca (V)	11	2	5	3	28
Rebecca (V)	621	1053	861	501	3488
Rebekka (V)	71	67	80	60	330
Reem (V)	10	7	8	6	36
Reena (V)	14	12	4	4	50
Regina (V)	177	205	108	79	679
Regine (V)	14	15	12	8	61
Reina (V)	101	57	58	59	326
Reinate (V)	10	4	8	2	36
Reineke (V)	9	6	3	3	28
Reini (V)	10	11	12	2	36
Reinie (V)	9	10	6	3	34
Reintje (V)	39	34	23	15	136
Relinde (V)	12	24	12	5	61
Remi (V)	9	10	20	6	46
Remke (V)	21	17	19	11	78
Remy (V)	21	19	21	8	72
Remziye (V)	25	8	4	3	50
Rena (V)	8	5	4	15	42
Renata (V)	81	34	30	11	196
Renate (V)	792	603	367	207	2354
Renee (V)	226	264	237	219	1054
Reneé (V)	20	24	21	8	82
Rensje (V)	8	8	6	4	31
Renske (V)	790	728	784	854	3890
Renu (V)	11	6	2	3	28
Renuka (V)	28	12	7	5	62
René (V)	5	11	10	2	31
Renée (V)	839	815	739	517	3278
Resa (V)	3	3	2	48	109
Reshma (V)	35	33	9	5	105
Resi (V)	14	10	12	11	62
Resy (V)	8	6	8	7	32
Reyhan (V)	48	49	55	40	224
Reza (V)	6	2	7	53	116
Rhea (V)	23	26	19	8	86
Rhianne (V)	14	5	7	1	29
Rhiannon (V)	10	23	8	11	58
Rhodé (V)	16	35	53	96	246
Rhona (V)	6	17	17	21	71
Rhonda (V)	11	14	8	1	42
Ria (V)	50	26	23	20	152
Rian (V)	103	76	87	41	368
Riana (V)	8	7	3	12	33
Rianca (V)	11	10	10	5	38
Rianda (V)	10	17	9	2	42
Rianka (V)	20	14	10	3	54
Rianna (V)	18	20	11	14	72
Rianne (V)	1943	1445	1047	630	5737
Richella (V)	21	69	57	34	196
Richelle (V)	137	271	207	110	789
Richtje (V)	11	10	9	4	44
Ricky (V)	13	14	8	16	63
Rieke (V)	13	12	6	12	55
Riekje (V)	5	6	9	7	33
Riemke (V)	24	26	9	9	80
Riemkje (V)	10	8	3	1	28
Rieneke (V)	36	22	16	10	115
Rienke (V)	9	10	7	6	39
Rifka (V)	8	8	6	17	53
Rigtje (V)	9	7	4	5	29
Rihab (V)	1	2	18	30	63
Riham (V)	7	4	9	35	73
Rijkje (V)	18	14	11	12	66
Rika (V)	37	33	29	25	135
Rikje (V)	8	7	3	9	31
Rikke (V)	3	5	9	8	34
Rikst (V)	8	11	11	23	65
Rilana (V)	89	59	57	39	318
Riley (V)	0	1	3	11	28
Rim (V)	12	5	10	18	57
Rima (V)	12	12	7	15	58
Rimke (V)	12	21	21	12	78
Rina (V)	44	38	33	23	165
Rineke (V)	16	16	8	3	51
Rinke (V)	9	20	26	25	90
Rinske (V)	161	141	103	108	608
Rinskje (V)	9	9	10	3	41
Rishma (V)	24	11	3	1	52
Rita (V)	53	52	27	35	209
Riva (V)	1	1	4	21	55
Rivka (V)	33	30	32	38	158
Rixt (V)	46	79	122	140	474
Riëlle (V)	33	26	18	11	96
Riëtte (V)	10	12	13	10	48
Rkia (V)	15	12	4	3	42
Roan (V)	1	9	17	12	42
Roanne (V)	14	26	24	21	90
Robbin (V)	21	58	64	74	250
Roberta (V)	29	22	10	9	77
Robi (V)	1	7	4	11	30
Robin (V)	637	1376	1835	1377	5707
Robina (V)	40	21	16	19	109
Robine (V)	29	41	43	165	372
Roby (V)	4	10	42	24	84
Robyn (V)	36	57	85	116	344
Rochella (V)	12	36	17	20	92
Rochelle (V)	65	187	127	94	501
Roelfien (V)	13	10	5	3	44
Roelfina (V)	30	15	11	8	83
Roelie (V)	51	63	52	37	234
Roelien (V)	39	47	28	7	145
Roelina (V)	19	15	10	10	70
Roelinda (V)	8	5	7	4	28
Roeline (V)	11	14	11	7	57
Roelofje (V)	79	53	52	30	261
Rohini (V)	12	8	10	6	41
Rojda (V)	8	6	21	12	54
Rojin (V)	0	8	7	33	92
Rolanda (V)	10	10	1	3	29
Rolien (V)	18	13	9	6	60
Rolina (V)	10	7	4	3	28
Rolinda (V)	11	15	6	1	42
Rolinde (V)	12	7	3	2	28
Roline (V)	10	14	10	2	40
Rolinka (V)	8	10	2	2	27
Roma (V)	12	13	33	46	119
Romaisa (V)	0	0	3	44	79
Romaisae (V)	0	0	1	6	39
Romaissa (V)	0	2	22	111	255
Romaissae (V)	0	0	1	7	30
Romana (V)	167	226	194	98	730
Romany (V)	7	15	16	12	54
Romay (V)	0	7	22	3	34
Romaysa (V)	0	1	6	27	52
Romee (V)	7	73	175	182	490
Romeé (V)	1	1	9	14	29
Romi (V)	8	31	77	65	207
Romie (V)	5	4	10	15	38
Romilda (V)	10	9	4	1	27
Romina (V)	90	84	36	22	268
Romkje (V)	12	9	6	9	38
Rommy (V)	11	10	14	7	46
Romy (V)	557	1539	3633	2913	9441
Romé (V)	1	4	17	11	35
Romée (V)	6	58	265	302	737
Rona (V)	13	30	21	34	120
Ronja (V)	25	39	69	82	247
Rony (V)	6	9	7	3	27
Roos (V)	302	842	1296	2190	5809
Roos-Anne (V)	6	11	16	13	49
Roos-Marijn (V)	4	6	6	10	32
Roosje (V)	75	60	38	23	238
Roosmarie (V)	16	12	14	9	60
Roosmarijn (V)	95	175	159	163	690
Rory (V)	1	5	2	19	34
Rosa (V)	405	738	866	1044	3545
Rosali (V)	2	9	5	10	38
Rosalia (V)	28	21	18	13	98
Rosalie (V)	387	627	732	990	3300
Rosalien (V)	38	17	23	23	116
Rosalin (V)	5	16	10	19	60
Rosalina (V)	13	24	16	13	92
Rosalinda (V)	36	35	10	26	133
Rosalinde (V)	83	84	66	50	326
Rosaline (V)	27	47	28	20	142
Rosaly (V)	11	13	35	26	100
Rosalyn (V)	7	18	23	36	98
Rosalynn (V)	3	11	8	16	43
Rosan (V)	76	162	169	173	658
Rosana (V)	13	10	6	2	40
Rosanna (V)	120	111	128	94	500
Rosanne (V)	804	782	634	427	2916
Rose (V)	66	96	81	84	379
Roseanne (V)	6	34	19	6	67
Roselie (V)	6	15	7	10	48
Roselien (V)	11	13	7	7	45
Roselinde (V)	21	25	18	12	92
Roseline (V)	14	11	12	10	56
Rosella (V)	20	22	21	14	86
Roselyn (V)	4	8	5	7	29
Rosemarie (V)	76	81	65	52	320
Rosemarije (V)	7	4	10	2	28
Rosemarijn (V)	41	63	50	46	250
Rosemary (V)	29	11	11	8	70
Roshni (V)	42	34	39	24	161
Roshnie (V)	13	21	15	13	68
Rosie (V)	16	28	31	50	143
Rosina (V)	32	25	20	19	113
Rosita (V)	126	96	65	56	401
Roswitha (V)	41	47	23	5	138
Roumaissa (V)	0	0	3	12	28
Rowan (V)	160	460	187	63	880
Rowana (V)	24	23	14	4	71
Rowanne (V)	9	19	23	3	55
Rowen (V)	2	28	31	16	79
Rowena (V)	265	418	255	190	1272
Rowenna (V)	20	13	8	4	50
Rowi (V)	0	7	11	12	30
Rowie (V)	0	137	83	16	237
Rowina (V)	16	11	10	3	46
Rowy (V)	0	20	30	14	66
Roxan (V)	18	31	30	33	129
Roxana (V)	84	47	19	11	195
Roxane (V)	93	53	26	24	225
Roxanna (V)	97	83	27	20	249
Roxanne (V)	765	831	360	196	2339
Roxy (V)	28	65	97	104	353
Roya (V)	5	15	13	9	47
Roza (V)	26	54	69	65	245
Rozan (V)	13	20	19	26	83
Rozanne (V)	53	58	20	15	166
Rozemarie (V)	2	7	9	3	28
Rozemarijn (V)	165	274	248	227	1090
Rozerin (V)	0	2	9	24	42
Rozina (V)	12	5	4	5	29
Roëlle (V)	4	10	15	15	46
Rubi (V)	5	7	5	8	31
Rubina (V)	15	14	3	6	44
Ruby (V)	142	289	378	334	1263
Ruchama (V)	12	6	2	5	33
Rudy (V)	15	23	8	1	48
Rukiye (V)	111	94	43	24	322
Rumeysa (V)	5	16	64	52	159
Runa (V)	5	3	8	10	32
Ruth (V)	277	279	304	309	1359
Ruveyda (V)	1	10	19	13	50
Ryan (V)	8	12	12	4	40
Ryanne (V)	113	137	77	58	444
Rylana (V)	7	15	11	14	60
Róbin (V)	2	6	14	7	35
Rümeysa (V)	5	29	85	91	245
Rüveyda (V)	6	12	45	36	116
Rüya (V)	8	11	4	16	48
S (V)	1	21	4	0	28
Saadet (V)	17	10	8	6	54
Saadia (V)	40	20	8	3	100
Saakje (V)	27	22	16	9	84
Saapke (V)	10	5	4	4	29
Saar (V)	4	8	34	100	215
Saartje (V)	18	16	18	26	100
Saba (V)	19	16	20	11	81
Sabah (V)	83	72	33	29	266
Sabien (V)	17	21	106	37	200
Sabiha (V)	29	22	8	11	84
Sabina (V)	276	144	85	29	730
Sabine (V)	1606	1098	1072	593	5133
Sabira (V)	10	8	19	8	49
Sabria (V)	7	8	4	10	30
Sabrien (V)	8	6	5	7	27
Sabrin (V)	7	22	38	28	104
Sabrina (V)	1303	839	456	250	3325
Sabrine (V)	91	118	132	53	454
Sabriye (V)	14	5	3	9	36
Sacha (V)	129	170	323	358	1120
Sadaf (V)	24	20	24	24	103
Sade (V)	20	12	25	22	85
Sadhana (V)	29	16	11	1	70
Sadia (V)	21	18	18	15	81
Sadie (V)	12	11	6	15	51
Sadé (V)	15	14	16	15	66
Safa (V)	14	24	20	28	105
Safaa (V)	12	7	12	15	56
Safae (V)	22	58	116	204	525
Saffira (V)	30	36	21	25	133
Safia (V)	38	50	53	48	225
Safiera (V)	8	20	6	7	46
Safina (V)	6	2	4	9	27
Safira (V)	22	29	24	30	119
Safiya (V)	13	9	27	23	77
Safiye (V)	28	26	16	12	104
Sagal (V)	22	20	28	15	91
Sahar (V)	52	38	42	45	232
Sahila (V)	14	5	3	3	32
Sahra (V)	25	32	33	34	152
Saida (V)	226	111	59	24	526
Saima (V)	17	8	2	0	34
Saira (V)	17	15	12	9	61
Sakina (V)	60	69	34	32	226
Sakine (V)	10	11	7	1	37
Saliha (V)	103	61	46	27	313
Salima (V)	179	163	116	84	616
Salina (V)	38	52	63	39	215
Sally (V)	74	66	41	24	233
Salma (V)	99	159	224	397	1052
Salome (V)	16	11	9	7	54
Salomé (V)	16	14	38	44	139
Saloua (V)	171	170	150	69	647
Salsabil (V)	1	4	13	8	31
Salwa (V)	18	41	36	36	145
Sam (V)	14	94	242	1398	2045
Samah (V)	12	14	11	7	50
Samanta (V)	62	47	22	18	172
Samantha (V)	2884	2538	1342	671	8092
Samar (V)	8	9	30	41	105
Samara (V)	24	60	26	35	162
Samentha (V)	21	23	6	3	64
Samia (V)	65	64	62	83	329
Samiha (V)	19	23	18	5	78
Samina (V)	14	7	3	3	39
Samira (V)	740	601	381	266	2413
Samirah (V)	10	12	23	23	76
Sammie (V)	10	17	39	34	112
Sammy (V)	22	97	83	98	331
Sammy-Jo (V)	11	31	23	18	94
Samora (V)	12	9	5	1	31
Samra (V)	27	27	34	29	132
Samsam (V)	3	4	17	2	28
Samya (V)	11	51	42	40	157
Samyra (V)	5	10	10	4	35
Sana (V)	55	195	154	130	595
Sanaa (V)	51	48	39	12	171
Sanae (V)	135	81	86	189	591
Sanaz (V)	12	12	6	2	45
Sanderijn (V)	5	6	6	13	34
Sandhia (V)	21	14	6	2	57
Sandhya (V)	18	17	7	7	63
Sandia (V)	10	11	3	1	31
Sandra (V)	2531	1295	570	274	5886
Sandrina (V)	17	18	10	4	62
Sandrine (V)	24	28	21	19	99
Sandy (V)	271	243	138	121	883
Sanela (V)	20	17	5	2	53
Sangeeta (V)	38	29	6	2	88
Sania (V)	7	8	6	9	40
Saniye (V)	23	15	8	7	62
Sanja (V)	38	20	15	15	118
Sanjana (V)	7	5	14	51	101
Sanna (V)	47	62	99	154	455
Sannah (V)	7	11	52	41	132
Sanne (V)	4836	4365	5432	5090	22339
Sanneke (V)	79	31	28	18	196
Sanny (V)	17	9	13	8	58
Santana (V)	6	50	25	18	103
Santusha (V)	22	10	10	4	56
Sanya (V)	7	7	6	5	27
Saphira (V)	27	32	26	22	126
Sapna (V)	8	11	8	3	38
Sara (V)	764	933	1121	1655	5657
Sarafina (V)	1	9	11	7	30
Sarah (V)	1176	1549	1692	1904	7517
Sarah-Jane (V)	6	10	4	1	27
Sarai (V)	16	9	26	12	75
Saranda (V)	2	10	13	4	32
Sare (V)	2	8	5	10	32
Sarella (V)	2	27	3	3	35
Sarena (V)	9	18	12	12	59
Sari (V)	23	45	25	36	153
Sarie (V)	7	10	3	8	34
Sarina (V)	138	210	102	88	608
Sarinah (V)	4	9	11	9	36
Sarissa (V)	17	42	45	21	139
Sarita (V)	25	25	11	6	86
Saritha (V)	13	10	6	3	35
Saron (V)	5	4	10	7	29
Sarra (V)	18	18	9	8	61
Sascha (V)	201	295	282	299	1215
Sasha (V)	21	32	48	78	209
Sasja (V)	41	44	70	49	243
Saskia (V)	1695	1401	761	318	5191
Savana (V)	3	7	9	8	29
Savanna (V)	8	38	49	35	151
Savannah (V)	17	232	322	152	771
Savanne (V)	1	15	18	10	47
Savine (V)	4	14	10	9	41
Saya (V)	9	8	10	8	41
Sayenna (V)	1	3	4	11	27
Sayenne (V)	3	3	11	3	31
Saïda (V)	43	21	16	9	108
Scarlet (V)	11	16	8	8	48
Scarlett (V)	26	57	27	15	139
Sebahat (V)	12	7	4	1	33
Seda (V)	65	142	161	55	442
Sedanur (V)	2	8	19	14	45
Sedef (V)	7	34	29	43	120
Seema (V)	16	6	1	4	40
Sefa (V)	10	13	8	2	35
Sefanja (V)	18	26	15	11	77
Seher (V)	88	102	88	41	360
Sela (V)	3	7	21	15	57
Selcan (V)	36	42	19	13	116
Selda (V)	75	37	19	13	182
Selen (V)	7	13	31	32	100
Selena (V)	71	104	140	222	640
Selenay (V)	0	0	4	33	43
Selene (V)	7	15	17	8	49
Selin (V)	25	68	127	239	549
Selina (V)	158	251	381	373	1342
Selinay (V)	0	1	13	42	70
Selinde (V)	10	12	6	4	37
Seline (V)	25	63	93	52	262
Selma (V)	319	257	222	248	1281
Selvi (V)	11	13	10	11	50
Sem (V)	4	28	115	220	415
Sema (V)	103	116	101	54	417
Semanur (V)	12	20	36	47	131
Semiha (V)	22	21	14	21	87
Semira (V)	10	4	8	6	29
Semmy (V)	3	8	18	31	73
Semra (V)	115	76	36	19	301
Sena (V)	5	9	28	82	170
Senanur (V)	0	0	6	21	36
Senay (V)	13	2	3	6	37
Senem (V)	42	29	17	26	125
Senna (V)	17	73	225	931	1856
Sennah (V)	0	1	8	23	57
Senne (V)	12	16	24	136	306
Senta (V)	12	9	10	4	44
Sera (V)	14	17	31	38	118
Serah (V)	9	3	9	11	40
Seraja (V)	8	3	5	5	28
Serana (V)	13	3	2	5	35
Serap (V)	85	77	34	9	245
Seray (V)	1	13	15	21	58
Seraya (V)	3	5	6	10	28
Seren (V)	6	18	35	20	84
Serena (V)	192	308	255	327	1236
Serife (V)	33	29	10	10	103
Serina (V)	54	35	22	25	147
Serpil (V)	55	43	15	4	158
Serra (V)	3	5	18	61	116
Seval (V)	28	22	10	13	84
Sevcan (V)	20	9	9	4	46
Sevda (V)	113	81	41	17	291
Sevde (V)	6	6	33	30	90
Sevgi (V)	91	65	41	26	258
Sevil (V)	23	23	8	6	65
Sevilay (V)	28	28	25	8	107
Sevim (V)	51	36	20	20	149
Sevinç (V)	15	20	6	2	51
Seyda (V)	3	13	15	7	41
Seyhan (V)	15	6	1	3	29
Seyma (V)	17	25	22	16	85
Sezen (V)	16	21	24	9	76
Seçil (V)	5	13	11	1	38
Shabana (V)	14	3	10	2	39
Shabnam (V)	16	22	13	15	84
Shadé (V)	4	17	6	14	47
Shahd (V)	0	2	3	17	34
Shahira (V)	6	10	6	5	31
Shaila (V)	5	10	6	6	29
Shaima (V)	5	9	15	20	56
Shaina (V)	6	3	6	12	33
Shaira (V)	1	6	11	8	29
Shakira (V)	19	10	17	159	253
Shalina (V)	13	19	25	24	90
Shalini (V)	81	48	23	14	191
Shalinie (V)	19	19	3	0	44
Shamara (V)	3	9	5	10	29
Shamira (V)	19	16	17	17	76
Shan (V)	6	11	12	6	38
Shana (V)	29	49	53	52	199
Shanaya (V)	0	0	22	68	116
Shane (V)	10	5	10	4	31
Shania (V)	2	2	153	233	478
Shanice (V)	11	318	157	78	579
Shaniqua (V)	0	4	27	20	64
Shanita (V)	6	9	12	9	40
Shanna (V)	238	307	243	163	1054
Shannah (V)	15	31	35	14	104
Shanne (V)	10	16	12	5	46
Shannen (V)	0	211	154	79	459
Shannon (V)	130	600	585	355	1765
Shanon (V)	15	34	25	9	90
Shanti (V)	45	36	40	55	219
Shantie (V)	8	7	7	1	29
Shanty (V)	10	10	9	15	50
Shanya (V)	1	0	14	19	44
Shara (V)	5	10	10	5	35
Sharda (V)	13	14	9	3	45
Shardé (V)	9	13	1	3	27
Shareen (V)	11	18	18	4	60
Sharella (V)	10	15	13	9	49
Sharelle (V)	4	9	6	9	28
Sharen (V)	11	7	10	6	36
Sharena (V)	2	9	14	22	56
Shari (V)	92	67	45	13	223
Sharida (V)	18	23	15	4	68
Sharifa (V)	23	18	21	26	102
Sharin (V)	3	9	9	5	28
Sharina (V)	60	110	59	45	304
Sharinda (V)	2	19	3	3	29
Sharine (V)	7	13	11	1	35
Sharissa (V)	35	34	46	31	164
Sharita (V)	53	39	20	12	144
Sharleen (V)	7	16	9	8	45
Sharlene (V)	8	14	11	5	41
Sharmaine (V)	7	82	16	11	118
Sharmayne (V)	14	15	1	2	33
Sharmila (V)	34	23	5	5	92
Sharon (V)	2056	2611	2026	793	8176
Sharona (V)	247	601	420	201	1521
Sharonna (V)	8	10	8	3	30
Sharonne (V)	12	24	8	4	51
Sharony (V)	16	13	5	6	51
Sharron (V)	12	21	9	5	54
Shauna (V)	4	32	16	11	64
Shauni (V)	0	127	41	16	187
Shauny (V)	0	38	24	9	76
Shawnee (V)	3	9	18	7	37
Shawny (V)	0	21	18	4	44
Shaya (V)	3	11	12	8	41
Shayenna (V)	1	2	12	16	45
Shayenne (V)	4	10	41	36	106
Shayla (V)	2	1	6	11	31
Shayna (V)	2	3	15	17	44
Shazia (V)	16	6	10	6	48
Sheena (V)	42	29	11	16	106
Sheetal (V)	22	14	14	15	75
Sheila (V)	257	153	127	45	650
Shelby (V)	3	38	27	31	112
Shelina (V)	5	10	9	4	33
Shelley (V)	117	172	114	31	450
